2023-11-28 15:40:38,981:INFO:=====================================================================================================
2023-11-28 15:40:38,981:INFO:Starting main program
2023-11-28 15:40:38,981:INFO:Processing the dataset MIT_ex with 9 fragments and 32 processes
2023-11-28 15:40:38,982:INFO:Starting search_pairwise_match_candidates
2023-11-28 15:40:39,116:INFO:Loading image 1 and image 2
2023-11-28 15:40:39,117:INFO:Loading image 1 and image 3
2023-11-28 15:40:39,117:INFO:Loading image 1 and image 4
2023-11-28 15:40:39,117:INFO:Loading image 1 and image 5
2023-11-28 15:40:39,117:INFO:Loading image 1 and image 6
2023-11-28 15:40:39,118:INFO:Loading image 1 and image 7
2023-11-28 15:40:39,118:INFO:Loading image 1 and image 8
2023-11-28 15:40:39,118:INFO:Loading image 2 and image 3
2023-11-28 15:40:39,118:INFO:Loading image 1 and image 9
2023-11-28 15:40:39,119:INFO:Loading image 2 and image 5
2023-11-28 15:40:39,119:INFO:Loading image 2 and image 4
2023-11-28 15:40:39,120:INFO:Loading image 2 and image 8
2023-11-28 15:40:39,120:INFO:Loading image 2 and image 6
2023-11-28 15:40:39,120:INFO:Loading image 2 and image 9
2023-11-28 15:40:39,120:INFO:Loading image 3 and image 4
2023-11-28 15:40:39,120:INFO:Loading image 2 and image 7
2023-11-28 15:40:39,120:INFO:Loading image 3 and image 5
2023-11-28 15:40:39,121:INFO:Loading image 3 and image 6
2023-11-28 15:40:39,121:INFO:Loading image 3 and image 7
2023-11-28 15:40:39,121:INFO:Loading image 3 and image 8
2023-11-28 15:40:39,121:INFO:Loading image 3 and image 9
2023-11-28 15:40:39,122:INFO:Loading image 4 and image 5
2023-11-28 15:40:39,122:INFO:Loading image 4 and image 6
2023-11-28 15:40:39,122:INFO:Loading image 4 and image 7
2023-11-28 15:40:39,123:INFO:Loading image 4 and image 8
2023-11-28 15:40:39,123:INFO:Loading image 4 and image 9
2023-11-28 15:40:39,123:INFO:Loading image 5 and image 6
2023-11-28 15:40:39,123:INFO:Loading image 5 and image 7
2023-11-28 15:40:39,124:INFO:Loading image 5 and image 8
2023-11-28 15:40:39,124:INFO:Loading image 5 and image 9
2023-11-28 15:40:39,124:INFO:Loading image 6 and image 7
2023-11-28 15:40:39,124:INFO:Loading image 6 and image 8
2023-11-28 15:40:42,423:INFO:Find image 1 and image 6 transformation_matrix, the num of match_segments is 1
2023-11-28 15:40:42,615:INFO:Find image 6 and image 8 transformation_matrix, the num of match_segments is 1114
2023-11-28 15:40:42,713:INFO:Find image 5 and image 6 transformation_matrix, the num of match_segments is 817
2023-11-28 15:40:42,881:INFO:Processing image 1 and image 6 complete, cost 3.763416051864624 seconds
2023-11-28 15:40:42,882:INFO:Loading image 6 and image 9
2023-11-28 15:40:42,967:INFO:Find image 2 and image 6 transformation_matrix, the num of match_segments is 252
2023-11-28 15:40:43,032:INFO:Find image 1 and image 5 transformation_matrix, the num of match_segments is 296
2023-11-28 15:40:43,259:INFO:Find image 4 and image 6 transformation_matrix, the num of match_segments is 400
2023-11-28 15:40:43,272:INFO:Find image 6 and image 7 transformation_matrix, the num of match_segments is 677
2023-11-28 15:40:43,336:INFO:Find image 1 and image 2 transformation_matrix, the num of match_segments is 421
2023-11-28 15:40:43,502:INFO:Find image 1 and image 8 transformation_matrix, the num of match_segments is 0
2023-11-28 15:40:43,502:INFO:Processing image 1 and image 8 complete, cost 4.383714199066162 seconds
2023-11-28 15:40:43,503:INFO:Loading image 7 and image 8
2023-11-28 15:40:43,597:INFO:Find image 5 and image 8 transformation_matrix, the num of match_segments is 599
2023-11-28 15:40:43,598:INFO:Find image 1 and image 9 transformation_matrix, the num of match_segments is 277
2023-11-28 15:40:43,753:INFO:Find image 5 and image 9 transformation_matrix, the num of match_segments is 771
2023-11-28 15:40:43,858:INFO:Find image 4 and image 8 transformation_matrix, the num of match_segments is 231
2023-11-28 15:40:43,864:INFO:Find image 1 and image 7 transformation_matrix, the num of match_segments is 128
2023-11-28 15:40:44,062:INFO:Find image 3 and image 6 transformation_matrix, the num of match_segments is 440
2023-11-28 15:40:44,162:INFO:Find image 2 and image 8 transformation_matrix, the num of match_segments is 176
2023-11-28 15:40:44,258:INFO:Find image 4 and image 9 transformation_matrix, the num of match_segments is 672
2023-11-28 15:40:44,388:INFO:Find image 2 and image 9 transformation_matrix, the num of match_segments is 706
2023-11-28 15:40:44,401:INFO:Find image 5 and image 7 transformation_matrix, the num of match_segments is 736
